ID,Segment,Business,Date,Status,MRR,Macro Product,Plan,Classificacao Ic
736,6,9,2021-05-01 00:00:00,1,3450,Cat_6,Cat_2,2
737,10,3,2021-03-01 00:00:00,0,8557,Cat_10,Cat_3,2
738,1,2,2025-01-19 00:00:00,1,1298,Cat_2,Cat_9,2
739,9,10,2021-02-28 00:00:00,0,9770,Cat_4,Cat_5,1
740,6,6,2023-12-20 00:00:00,1,9703,Cat_2,Cat_2,1
741,9,8,2021-07-04 00:00:00,0,8643,Cat_4,Cat_4,3
742,9,2,2021-11-09 00:00:00,1,9769,Cat_7,Cat_9,1
743,4,8,2025-11-04 00:00:00,1,1089,Cat_1,Cat_9,2
744,9,3,2025-04-09 00:00:00,1,4246,Cat_9,Cat_4,3
745,1,2,2022-12-04 00:00:00,1,2215,Cat_5,Cat_3,1
746,10,6,2023-08-10 00:00:00,1,405,Cat_4,Cat_5,1
747,10,1,2021-02-26 00:00:00,1,6272,Cat_9,Cat_5,3
748,8,9,2022-09-17 00:00:00,0,9695,Cat_1,Cat_6,1
749,6,4,2024-07-09 00:00:00,0,9438,Cat_1,Cat_1,3
750,8,1,2023-06-03 00:00:00,1,6392,Cat_7,Cat_4,3
751,4,2,2021-10-26 00:00:00,1,1959,Cat_8,Cat_6,1
752,7,4,2024-11-05 00:00:00,1,3956,Cat_9,Cat_2,2
753,1,2,2023-12-26 00:00:00,1,2412,Cat_9,Cat_9,3
754,2,6,2024-05-21 00:00:00,1,7786,Cat_4,Cat_7,3
755,8,9,2024-05-29 00:00:00,1,8918,Cat_8,Cat_2,3
756,3,4,2023-07-21 00:00:00,0,6415,Cat_8,Cat_10,1
757,10,9,2022-01-24 00:00:00,1,6721,Cat_5,Cat_2,1
758,1,1,2021-04-14 00:00:00,1,1654,Cat_9,Cat_8,2
759,3,2,2023-01-25 00:00:00,0,8365,Cat_6,Cat_9,2
760,5,1,2021-10-12 00:00:00,1,1069,Cat_10,Cat_3,1
761,2,7,2023-09-09 00:00:00,0,7795,Cat_4,Cat_2,1
762,5,5,2025-06-10 00:00:00,1,7922,Cat_4,Cat_6,2
763,2,3,2025-03-04 00:00:00,1,1214,Cat_3,Cat_2,3
764,2,1,2025-11-07 00:00:00,0,2033,Cat_8,Cat_3,2
765,3,6,2023-06-15 00:00:00,0,9458,Cat_7,Cat_3,1
766,3,9,2024-04-26 00:00:00,1,3435,Cat_3,Cat_5,3
767,8,2,2023-09-18 00:00:00,0,7374,Cat_10,Cat_7,2
768,1,4,2021-08-28 00:00:00,0,7740,Cat_10,Cat_3,3
769,9,4,2025-08-04 00:00:00,0,5040,Cat_10,Cat_10,3
770,7,4,2022-05-20 00:00:00,1,8818,Cat_1,Cat_2,3
771,10,4,2024-11-18 00:00:00,0,6894,Cat_7,Cat_9,3
772,7,3,2023-03-18 00:00:00,1,8524,Cat_1,Cat_3,3
773,3,9,2023-05-22 00:00:00,1,6924,Cat_6,Cat_2,3
774,3,2,2022-08-16 00:00:00,1,1405,Cat_3,Cat_10,3
775,6,2,2025-04-17 00:00:00,1,4065,Cat_9,Cat_8,3
776,8,4,2025-12-01 00:00:00,1,581,Cat_2,Cat_10,2
777,4,4,2024-11-21 00:00:00,0,5663,Cat_1,Cat_3,3
778,9,5,2023-01-23 00:00:00,1,2114,Cat_3,Cat_6,3
779,9,8,2024-03-05 00:00:00,1,4533,Cat_2,Cat_3,1
780,9,1,2024-03-05 00:00:00,1,7897,Cat_9,Cat_6,3
781,6,10,2025-08-17 00:00:00,1,5033,Cat_1,Cat_6,1
782,5,10,2021-07-18 00:00:00,0,5044,Cat_10,Cat_2,2
783,6,2,2025-03-23 00:00:00,1,498,Cat_7,Cat_5,1
784,8,9,2023-01-05 00:00:00,0,8223,Cat_1,Cat_5,1
785,6,6,2025-12-30 00:00:00,1,2432,Cat_4,Cat_1,3
786,1,3,2024-12-31 00:00:00,1,1826,Cat_8,Cat_4,2
787,2,5,2024-11-22 00:00:00,1,8447,Cat_10,Cat_6,3
788,1,3,2021-05-23 00:00:00,1,2316,Cat_1,Cat_1,3
789,10,9,2025-09-05 00:00:00,1,7460,Cat_8,Cat_4,2
790,4,10,2024-07-29 00:00:00,1,6511,Cat_9,Cat_9,2
791,1,5,2025-01-13 00:00:00,1,5970,Cat_10,Cat_10,1
792,5,7,2024-11-25 00:00:00,0,8368,Cat_8,Cat_6,1
793,1,9,2021-08-31 00:00:00,1,8488,Cat_4,Cat_10,3
794,10,7,2023-02-21 00:00:00,1,2055,Cat_10,Cat_7,1
795,4,7,2022-12-20 00:00:00,1,6573,Cat_3,Cat_9,2
796,9,1,2023-06-02 00:00:00,1,2861,Cat_9,Cat_8,1
797,9,7,2023-08-25 00:00:00,1,4423,Cat_10,Cat_1,2
798,9,5,2024-01-24 00:00:00,0,4213,Cat_5,Cat_9,3
799,8,1,2022-02-09 00:00:00,1,4173,Cat_2,Cat_7,3
800,1,3,2023-03-08 00:00:00,0,4299,Cat_6,Cat_3,2
801,5,8,2025-12-05 00:00:00,1,3492,Cat_2,Cat_1,3
802,9,10,2023-11-11 00:00:00,1,9470,Cat_1,Cat_8,1
803,9,7,2022-12-24 00:00:00,1,7452,Cat_5,Cat_3,1
804,8,8,2022-01-10 00:00:00,1,6552,Cat_6,Cat_6,3
805,4,4,2023-09-20 00:00:00,1,1687,Cat_9,Cat_8,3
806,10,2,2021-07-20 00:00:00,1,2242,Cat_1,Cat_2,2
807,3,7,2021-11-25 00:00:00,0,6382,Cat_10,Cat_9,1
808,7,3,2023-01-15 00:00:00,1,6489,Cat_6,Cat_1,1
809,5,8,2021-02-20 00:00:00,0,9016,Cat_6,Cat_4,2
810,7,10,2022-06-26 00:00:00,1,117,Cat_2,Cat_4,2
811,8,6,2023-10-16 00:00:00,0,2542,Cat_6,Cat_7,2
812,5,3,2021-08-11 00:00:00,1,9985,Cat_9,Cat_1,2
813,1,3,2022-10-02 00:00:00,1,3326,Cat_1,Cat_10,3
814,3,10,2025-04-04 00:00:00,1,7516,Cat_8,Cat_3,1
815,2,3,2021-02-20 00:00:00,0,7045,Cat_9,Cat_9,1
816,10,3,2023-10-22 00:00:00,1,5111,Cat_6,Cat_4,1
817,3,1,2025-09-23 00:00:00,1,4331,Cat_3,Cat_10,3
818,5,1,2021-02-07 00:00:00,1,3540,Cat_6,Cat_7,3
819,8,9,2022-07-01 00:00:00,0,5830,Cat_10,Cat_2,3
820,8,7,2021-08-29 00:00:00,1,1792,Cat_1,Cat_3,2
821,9,10,2025-09-14 00:00:00,1,6640,Cat_1,Cat_4,1
822,7,2,2025-06-12 00:00:00,1,5529,Cat_8,Cat_2,1
823,2,6,2022-04-13 00:00:00,1,2044,Cat_6,Cat_6,1
824,4,8,2025-06-15 00:00:00,1,650,Cat_2,Cat_6,2
825,1,9,2024-02-08 00:00:00,0,4982,Cat_10,Cat_10,1
826,1,8,2025-05-26 00:00:00,0,1071,Cat_2,Cat_7,1
827,6,2,2022-01-08 00:00:00,1,7540,Cat_7,Cat_8,2
828,10,1,2025-02-17 00:00:00,1,8426,Cat_8,Cat_3,2
829,9,2,2022-04-29 00:00:00,1,7222,Cat_7,Cat_9,2
830,4,4,2022-11-21 00:00:00,0,2306,Cat_10,Cat_2,1
831,2,2,2022-07-20 00:00:00,1,1903,Cat_8,Cat_10,2
832,4,7,2025-10-23 00:00:00,0,3637,Cat_1,Cat_2,3
833,8,1,2021-08-17 00:00:00,1,9863,Cat_9,Cat_3,1
834,7,6,2024-03-15 00:00:00,0,5624,Cat_7,Cat_10,2
835,1,9,2023-10-12 00:00:00,1,310,Cat_2,Cat_10,2
836,1,1,2021-06-28 00:00:00,0,970,Cat_2,Cat_7,2
837,3,8,2021-06-20 00:00:00,0,2381,Cat_2,Cat_2,2
838,8,6,2021-03-23 00:00:00,1,5439,Cat_3,Cat_2,3
839,2,9,2021-08-25 00:00:00,1,3260,Cat_9,Cat_7,1
840,5,10,2022-08-25 00:00:00,0,1904,Cat_1,Cat_5,1
841,1,2,2022-11-19 00:00:00,0,1963,Cat_8,Cat_2,3
842,10,10,2025-12-23 00:00:00,1,7948,Cat_7,Cat_4,3
843,9,5,2022-06-11 00:00:00,0,2351,Cat_3,Cat_1,1
844,7,3,2021-08-21 00:00:00,1,9369,Cat_7,Cat_6,1
845,7,4,2024-08-01 00:00:00,1,215,Cat_6,Cat_9,3
846,3,8,2021-11-08 00:00:00,0,6080,Cat_3,Cat_10,3
847,6,5,2023-11-13 00:00:00,0,2038,Cat_9,Cat_10,2
848,1,10,2024-05-01 00:00:00,0,6649,Cat_8,Cat_6,3
849,7,7,2022-07-12 00:00:00,1,5421,Cat_10,Cat_10,1
850,5,10,2022-06-12 00:00:00,1,8629,Cat_1,Cat_8,2
851,4,8,2021-07-23 00:00:00,1,7685,Cat_7,Cat_5,1
852,5,1,2024-08-21 00:00:00,0,2957,Cat_8,Cat_2,2
853,8,7,2022-01-29 00:00:00,1,2960,Cat_3,Cat_10,1
854,8,2,2021-06-06 00:00:00,0,3757,Cat_4,Cat_6,2
855,4,4,2025-12-06 00:00:00,0,2124,Cat_5,Cat_9,2
856,5,7,2023-10-14 00:00:00,0,3225,Cat_1,Cat_8,3
857,9,5,2023-08-24 00:00:00,0,9657,Cat_8,Cat_9,2
858,9,2,2024-03-29 00:00:00,1,7722,Cat_1,Cat_9,3
859,6,2,2025-06-22 00:00:00,1,8629,Cat_7,Cat_2,1
860,6,2,2021-01-09 00:00:00,0,4214,Cat_2,Cat_7,3
861,9,1,2023-11-28 00:00:00,0,9229,Cat_8,Cat_1,3
862,9,3,2021-01-04 00:00:00,0,8024,Cat_4,Cat_7,1
863,4,1,2024-10-26 00:00:00,1,8776,Cat_2,Cat_10,3
864,3,7,2025-01-29 00:00:00,1,5760,Cat_1,Cat_4,3
865,9,10,2025-02-14 00:00:00,1,5026,Cat_4,Cat_1,2
866,5,9,2021-06-26 00:00:00,1,2000,Cat_2,Cat_3,1
867,9,1,2021-06-30 00:00:00,1,1510,Cat_6,Cat_5,3
868,9,6,2022-12-16 00:00:00,1,9267,Cat_9,Cat_5,1
869,10,9,2021-08-15 00:00:00,0,806,Cat_10,Cat_7,1
870,7,3,2022-10-01 00:00:00,1,516,Cat_5,Cat_6,2
871,4,1,2025-05-26 00:00:00,1,9539,Cat_6,Cat_7,3
872,3,3,2022-10-21 00:00:00,1,634,Cat_8,Cat_4,3
873,7,8,2021-09-27 00:00:00,0,2203,Cat_6,Cat_1,1
874,6,6,2021-02-11 00:00:00,1,3949,Cat_3,Cat_7,2
875,9,10,2021-11-19 00:00:00,1,9638,Cat_3,Cat_5,1
876,2,8,2023-07-17 00:00:00,0,4179,Cat_9,Cat_7,3
877,7,5,2025-03-21 00:00:00,1,9669,Cat_6,Cat_1,2
878,10,8,2021-04-27 00:00:00,0,4308,Cat_3,Cat_3,2
879,6,5,2024-02-16 00:00:00,1,3332,Cat_5,Cat_6,2
880,5,1,2025-02-10 00:00:00,1,8892,Cat_2,Cat_8,2
881,6,3,2022-09-13 00:00:00,0,2703,Cat_10,Cat_4,2
882,8,10,2023-02-13 00:00:00,1,8028,Cat_8,Cat_2,1
883,6,6,2022-08-19 00:00:00,0,4195,Cat_4,Cat_2,3
884,8,2,2022-05-06 00:00:00,1,967,Cat_4,Cat_5,3
885,2,2,2023-06-30 00:00:00,0,8628,Cat_4,Cat_3,1
886,4,5,2025-08-20 00:00:00,1,8881,Cat_4,Cat_8,2
887,6,2,2022-09-15 00:00:00,1,2739,Cat_3,Cat_2,1
888,5,4,2022-08-23 00:00:00,1,202,Cat_10,Cat_8,2
889,3,2,2022-08-18 00:00:00,0,6471,Cat_1,Cat_7,1
890,10,8,2024-12-07 00:00:00,1,1315,Cat_1,Cat_1,2
891,7,7,2021-10-31 00:00:00,1,8104,Cat_9,Cat_9,2
892,10,5,2023-06-06 00:00:00,1,957,Cat_10,Cat_5,3
893,10,3,2023-06-17 00:00:00,1,2908,Cat_9,Cat_6,3
894,4,8,2022-01-17 00:00:00,1,205,Cat_8,Cat_1,1
895,5,6,2024-01-02 00:00:00,1,7611,Cat_5,Cat_4,3
896,8,8,2024-12-29 00:00:00,0,2284,Cat_10,Cat_9,3
897,8,1,2022-05-25 00:00:00,1,3130,Cat_5,Cat_6,1
898,8,8,2024-10-23 00:00:00,1,7918,Cat_6,Cat_3,1
899,4,10,2023-08-26 00:00:00,1,7261,Cat_7,Cat_10,1
900,8,3,2024-05-11 00:00:00,1,1376,Cat_2,Cat_6,1
901,6,3,2022-11-17 00:00:00,1,8429,Cat_4,Cat_3,3
902,6,2,2021-11-19 00:00:00,0,6106,Cat_5,Cat_9,3
903,9,3,2024-03-30 00:00:00,1,2051,Cat_8,Cat_1,3
904,8,1,2025-09-29 00:00:00,1,7030,Cat_7,Cat_6,3
905,8,3,2022-04-22 00:00:00,1,2666,Cat_7,Cat_9,3
906,3,4,2024-02-15 00:00:00,1,6428,Cat_2,Cat_5,1
907,6,4,2025-07-11 00:00:00,1,2410,Cat_9,Cat_3,2
908,3,9,2024-03-21 00:00:00,0,2105,Cat_9,Cat_2,3
909,6,10,2022-08-30 00:00:00,1,1074,Cat_7,Cat_6,2
910,6,3,2021-07-26 00:00:00,1,9061,Cat_10,Cat_3,3
911,1,1,2022-09-08 00:00:00,1,5647,Cat_8,Cat_1,2
912,8,4,2023-03-24 00:00:00,1,834,Cat_7,Cat_5,1
913,2,9,2023-06-02 00:00:00,1,5763,Cat_10,Cat_2,1
914,10,1,2022-05-26 00:00:00,1,5024,Cat_9,Cat_8,1
915,4,7,2025-07-05 00:00:00,1,4404,Cat_4,Cat_7,3
916,3,5,2024-01-21 00:00:00,0,9467,Cat_2,Cat_6,1
917,8,5,2023-06-20 00:00:00,0,6997,Cat_1,Cat_6,1
918,5,3,2021-01-05 00:00:00,1,3098,Cat_2,Cat_7,2
919,2,1,2021-06-30 00:00:00,1,7259,Cat_1,Cat_4,1
920,10,1,2025-04-30 00:00:00,0,9359,Cat_2,Cat_9,3
921,4,10,2021-03-04 00:00:00,0,2278,Cat_2,Cat_3,2
922,1,4,2025-01-31 00:00:00,1,8286,Cat_2,Cat_8,3
923,9,9,2024-08-15 00:00:00,1,858,Cat_3,Cat_2,3
924,4,6,2024-11-28 00:00:00,1,6319,Cat_2,Cat_5,2
925,1,10,2022-09-04 00:00:00,1,8301,Cat_9,Cat_9,3
926,5,9,2024-05-06 00:00:00,0,1471,Cat_3,Cat_9,3
927,7,2,2022-01-04 00:00:00,0,5196,Cat_7,Cat_5,2
928,5,10,2024-02-28 00:00:00,0,3740,Cat_9,Cat_4,2
929,1,6,2022-11-25 00:00:00,1,2915,Cat_9,Cat_6,1
930,6,7,2025-11-17 00:00:00,1,2370,Cat_4,Cat_8,1
931,4,10,2024-01-26 00:00:00,1,519,Cat_8,Cat_2,3
932,7,4,2023-03-21 00:00:00,1,8582,Cat_8,Cat_10,1
933,5,3,2021-12-08 00:00:00,1,3512,Cat_6,Cat_7,2
934,9,2,2023-03-20 00:00:00,1,4145,Cat_6,Cat_4,2
935,5,5,2024-08-14 00:00:00,0,4153,Cat_1,Cat_2,3
936,7,1,2021-11-13 00:00:00,1,7884,Cat_4,Cat_5,2
937,4,10,2021-02-24 00:00:00,1,715,Cat_1,Cat_9,3
938,10,9,2025-01-20 00:00:00,1,4907,Cat_6,Cat_10,2
939,6,8,2023-06-06 00:00:00,1,5315,Cat_2,Cat_9,1
940,3,10,2023-06-01 00:00:00,1,9010,Cat_1,Cat_2,1
941,7,9,2025-06-16 00:00:00,1,9014,Cat_9,Cat_1,3
942,5,1,2021-10-02 00:00:00,0,4890,Cat_10,Cat_10,3
943,8,9,2022-07-25 00:00:00,0,8906,Cat_9,Cat_1,1
944,4,8,2022-01-15 00:00:00,1,4352,Cat_5,Cat_8,2
945,4,7,2025-09-05 00:00:00,1,5896,Cat_7,Cat_4,1
946,4,5,2021-03-02 00:00:00,1,7765,Cat_1,Cat_8,2
947,5,4,2024-07-21 00:00:00,1,3633,Cat_9,Cat_7,2
948,6,7,2023-11-19 00:00:00,0,2791,Cat_3,Cat_10,2
949,8,9,2022-10-05 00:00:00,1,6295,Cat_6,Cat_7,2
950,6,8,2025-05-28 00:00:00,1,2343,Cat_6,Cat_10,1
951,6,9,2024-10-01 00:00:00,1,1130,Cat_3,Cat_9,2
952,2,10,2023-10-24 00:00:00,1,8413,Cat_3,Cat_10,3
953,6,1,2022-03-04 00:00:00,1,6086,Cat_10,Cat_5,1
954,7,4,2021-08-04 00:00:00,0,4144,Cat_1,Cat_10,1
955,10,2,2022-12-27 00:00:00,1,4886,Cat_3,Cat_1,1
956,2,5,2021-03-08 00:00:00,0,8421,Cat_2,Cat_7,2
957,4,10,2024-11-20 00:00:00,1,7673,Cat_5,Cat_2,1
958,7,4,2023-04-21 00:00:00,1,6120,Cat_3,Cat_8,3
959,1,3,2022-02-22 00:00:00,1,8066,Cat_4,Cat_10,2
960,2,2,2022-01-13 00:00:00,1,4755,Cat_3,Cat_9,2
961,1,10,2021-10-11 00:00:00,0,7112,Cat_6,Cat_6,2
962,3,10,2022-10-01 00:00:00,0,1461,Cat_3,Cat_10,1
963,8,10,2024-07-03 00:00:00,1,8808,Cat_6,Cat_4,3
964,1,2,2023-04-29 00:00:00,1,9942,Cat_4,Cat_4,2
965,9,3,2023-08-09 00:00:00,1,4687,Cat_6,Cat_7,3
966,4,3,2024-03-20 00:00:00,1,3291,Cat_1,Cat_5,2
967,6,3,2021-02-08 00:00:00,1,4523,Cat_5,Cat_6,3
968,6,7,2024-07-24 00:00:00,1,9379,Cat_4,Cat_3,3
969,8,10,2022-06-16 00:00:00,0,6156,Cat_10,Cat_7,2
970,5,2,2025-07-02 00:00:00,1,6244,Cat_1,Cat_10,2
971,3,5,2022-02-22 00:00:00,1,3199,Cat_4,Cat_10,1
972,4,10,2022-08-16 00:00:00,1,8664,Cat_3,Cat_3,2
973,10,10,2022-05-08 00:00:00,0,437,Cat_5,Cat_9,2
974,3,1,2022-04-12 00:00:00,0,4503,Cat_9,Cat_5,3
975,1,10,2021-04-05 00:00:00,1,5472,Cat_10,Cat_6,1
976,6,7,2021-02-10 00:00:00,1,3054,Cat_4,Cat_6,1
977,5,1,2024-09-08 00:00:00,1,867,Cat_4,Cat_2,3
978,5,5,2025-04-18 00:00:00,0,5559,Cat_4,Cat_1,1
979,9,6,2021-08-22 00:00:00,0,1938,Cat_7,Cat_1,1
980,4,3,2024-11-30 00:00:00,1,5780,Cat_8,Cat_4,3
981,4,4,2021-11-16 00:00:00,0,8522,Cat_9,Cat_7,3
982,4,3,2021-10-19 00:00:00,0,4233,Cat_7,Cat_3,2
983,7,6,2023-04-15 00:00:00,1,5719,Cat_1,Cat_1,1
984,4,8,2025-05-22 00:00:00,0,6948,Cat_9,Cat_2,1
985,4,6,2021-08-06 00:00:00,1,4347,Cat_8,Cat_2,3
986,9,8,2025-11-18 00:00:00,1,9633,Cat_9,Cat_3,1
987,5,1,2022-03-11 00:00:00,1,3493,Cat_3,Cat_1,1
988,5,10,2024-05-27 00:00:00,1,9793,Cat_5,Cat_5,3
989,1,5,2022-04-08 00:00:00,1,2088,Cat_3,Cat_8,3
990,7,2,2022-08-30 00:00:00,0,3337,Cat_8,Cat_7,2
991,6,9,2021-12-06 00:00:00,1,7619,Cat_7,Cat_8,1
992,10,3,2024-04-25 00:00:00,0,6191,Cat_5,Cat_5,1
993,6,1,2021-09-11 00:00:00,1,713,Cat_2,Cat_4,2
994,7,6,2025-10-23 00:00:00,1,5769,Cat_7,Cat_4,3
995,5,3,2024-09-14 00:00:00,0,8734,Cat_9,Cat_8,1
996,4,8,2024-05-04 00:00:00,0,1861,Cat_7,Cat_5,1
997,1,6,2025-07-18 00:00:00,1,7616,Cat_7,Cat_4,1
998,9,10,2022-03-21 00:00:00,1,8973,Cat_8,Cat_4,1
999,6,4,2023-06-20 00:00:00,1,1532,Cat_5,Cat_7,1
1000,3,3,2025-03-13 00:00:00,0,8734,Cat_2,Cat_2,1
1001,5,6,2023-09-21 00:00:00,1,8329,Cat_4,Cat_7,1
1002,9,8,2022-09-03 00:00:00,1,4328,Cat_3,Cat_3,1
1003,5,8,2025-12-11 00:00:00,0,6053,Cat_2,Cat_2,1
1004,2,7,2022-03-02 00:00:00,1,7311,Cat_4,Cat_2,1
1005,6,7,2021-07-11 00:00:00,1,808,Cat_2,Cat_2,2
1006,9,8,2025-01-29 00:00:00,0,9283,Cat_3,Cat_5,1
1007,2,1,2025-02-20 00:00:00,1,1495,Cat_7,Cat_9,2
1008,3,2,2024-11-23 00:00:00,1,7259,Cat_3,Cat_9,3
1009,3,9,2021-04-05 00:00:00,1,5997,Cat_8,Cat_6,3
1010,1,6,2024-05-13 00:00:00,1,168,Cat_9,Cat_10,1
1011,9,6,2022-10-04 00:00:00,0,6631,Cat_10,Cat_7,3
1012,8,6,2021-12-31 00:00:00,1,8743,Cat_10,Cat_4,3
1013,4,8,2021-02-23 00:00:00,1,9128,Cat_4,Cat_8,2
1014,9,9,2024-11-10 00:00:00,1,8774,Cat_9,Cat_9,2
1015,4,8,2021-12-29 00:00:00,1,1026,Cat_6,Cat_5,1
1016,3,2,2025-11-18 00:00:00,0,6410,Cat_8,Cat_3,3
1017,1,2,2023-02-15 00:00:00,0,8893,Cat_10,Cat_10,1
1018,8,3,2025-08-29 00:00:00,0,1761,Cat_3,Cat_9,1
1019,2,6,2021-04-10 00:00:00,1,466,Cat_5,Cat_1,2
1020,7,2,2025-11-17 00:00:00,1,6079,Cat_2,Cat_3,1
1021,4,6,2023-10-19 00:00:00,1,6717,Cat_3,Cat_7,1
1022,9,1,2024-11-26 00:00:00,1,9853,Cat_8,Cat_2,1
1023,5,7,2025-04-30 00:00:00,1,7526,Cat_2,Cat_5,2
1024,9,7,2021-10-20 00:00:00,0,6393,Cat_10,Cat_10,3
1025,7,8,2021-08-19 00:00:00,0,1474,Cat_9,Cat_9,2
1026,8,7,2024-01-08 00:00:00,1,4061,Cat_10,Cat_1,3
1027,9,9,2021-08-12 00:00:00,0,4183,Cat_3,Cat_10,3
1028,3,4,2022-11-04 00:00:00,0,611,Cat_1,Cat_1,1
1029,10,9,2023-06-23 00:00:00,1,8535,Cat_3,Cat_1,1
1030,4,10,2023-04-10 00:00:00,1,8321,Cat_3,Cat_2,2
1031,9,5,2021-06-25 00:00:00,1,949,Cat_8,Cat_3,2
1032,8,5,2023-11-27 00:00:00,1,6707,Cat_5,Cat_6,1
1033,8,4,2021-12-04 00:00:00,0,8676,Cat_4,Cat_5,1
1034,4,4,2022-12-09 00:00:00,1,2480,Cat_3,Cat_3,2
1035,4,2,2021-07-10 00:00:00,1,2234,Cat_9,Cat_1,3
1036,4,7,2023-10-09 00:00:00,1,1589,Cat_4,Cat_6,3
1037,2,5,2024-03-05 00:00:00,0,4252,Cat_6,Cat_8,1
1038,10,10,2021-12-12 00:00:00,1,10000,Cat_8,Cat_8,2
1039,1,6,2023-12-23 00:00:00,0,5358,Cat_6,Cat_3,3
1040,2,5,2021-08-21 00:00:00,1,6910,Cat_2,Cat_5,2
1041,6,2,2021-08-15 00:00:00,1,8366,Cat_2,Cat_8,1
1042,4,5,2022-01-28 00:00:00,1,5943,Cat_10,Cat_5,2
1043,10,10,2025-06-06 00:00:00,1,6149,Cat_2,Cat_10,2
1044,6,4,2022-10-01 00:00:00,1,7797,Cat_8,Cat_5,3
1045,2,1,2021-03-29 00:00:00,1,9987,Cat_5,Cat_2,2
1046,9,5,2021-03-29 00:00:00,1,5631,Cat_7,Cat_3,3
1047,8,3,2024-06-22 00:00:00,1,4123,Cat_9,Cat_1,3
1048,3,4,2024-09-03 00:00:00,0,3031,Cat_8,Cat_1,3
1049,7,3,2025-05-24 00:00:00,1,307,Cat_5,Cat_7,1
1050,10,10,2024-04-26 00:00:00,0,675,Cat_6,Cat_8,2
1051,9,8,2022-02-14 00:00:00,1,2988,Cat_6,Cat_4,1
1052,9,10,2023-02-23 00:00:00,1,9989,Cat_9,Cat_9,2
1053,10,3,2025-02-06 00:00:00,1,898,Cat_2,Cat_5,1
1054,4,7,2022-10-14 00:00:00,0,5457,Cat_7,Cat_9,1
1055,6,9,2021-03-22 00:00:00,0,4032,Cat_10,Cat_7,3
1056,8,4,2023-04-29 00:00:00,0,7577,Cat_2,Cat_7,1
1057,6,10,2023-05-05 00:00:00,1,3974,Cat_2,Cat_3,2
1058,8,9,2022-01-22 00:00:00,1,8992,Cat_3,Cat_5,2
1059,9,2,2021-05-09 00:00:00,0,1206,Cat_9,Cat_8,1
1060,1,1,2021-03-30 00:00:00,0,3780,Cat_5,Cat_4,1
1061,4,6,2023-02-28 00:00:00,1,7408,Cat_4,Cat_4,1
1062,8,5,2025-01-24 00:00:00,0,5592,Cat_2,Cat_9,2
1063,10,7,2024-04-04 00:00:00,0,3632,Cat_1,Cat_1,3
1064,3,10,2024-10-23 00:00:00,1,5271,Cat_10,Cat_1,3
1065,4,4,2024-09-12 00:00:00,1,6317,Cat_8,Cat_8,3
1066,4,8,2024-07-23 00:00:00,1,6774,Cat_1,Cat_6,1
1067,3,9,2021-09-13 00:00:00,0,5373,Cat_3,Cat_2,2
1068,2,6,2022-09-27 00:00:00,1,8454,Cat_3,Cat_10,1
1069,3,1,2021-12-20 00:00:00,0,243,Cat_8,Cat_6,2
1070,2,4,2021-04-14 00:00:00,1,6843,Cat_10,Cat_3,3
1071,9,3,2023-05-01 00:00:00,1,9517,Cat_5,Cat_2,2
1072,1,10,2024-10-25 00:00:00,1,2204,Cat_5,Cat_10,1
1073,2,10,2022-01-25 00:00:00,1,2607,Cat_4,Cat_8,2
1074,2,5,2025-06-03 00:00:00,0,8037,Cat_3,Cat_7,2
1075,2,2,2025-10-18 00:00:00,1,6211,Cat_1,Cat_6,1
1076,9,7,2021-03-07 00:00:00,1,1890,Cat_10,Cat_7,2
1077,3,3,2023-03-25 00:00:00,0,6637,Cat_4,Cat_5,1
1078,5,4,2024-12-08 00:00:00,1,6579,Cat_7,Cat_5,2
1079,3,10,2025-07-06 00:00:00,1,5127,Cat_3,Cat_1,2
1080,7,6,2025-03-17 00:00:00,0,1271,Cat_5,Cat_2,1
1081,8,1,2023-10-14 00:00:00,0,4502,Cat_3,Cat_4,1
1082,10,4,2022-12-07 00:00:00,1,9202,Cat_6,Cat_2,3
1083,10,2,2025-06-18 00:00:00,1,9897,Cat_6,Cat_5,1
1084,9,8,2021-03-11 00:00:00,0,4434,Cat_5,Cat_8,1
1085,7,2,2025-04-15 00:00:00,1,6802,Cat_9,Cat_6,1
1086,7,2,2025-08-14 00:00:00,1,7424,Cat_1,Cat_7,2
1087,5,9,2024-06-11 00:00:00,0,5866,Cat_8,Cat_10,1
1088,5,8,2023-02-25 00:00:00,1,9150,Cat_5,Cat_5,3
1089,8,6,2024-03-10 00:00:00,0,8930,Cat_4,Cat_3,2
1090,2,7,2022-05-03 00:00:00,1,3958,Cat_1,Cat_6,3
1091,10,4,2022-05-07 00:00:00,1,1511,Cat_4,Cat_7,1
1092,3,7,2023-10-31 00:00:00,1,5573,Cat_5,Cat_8,3
1093,3,10,2024-08-17 00:00:00,1,8057,Cat_7,Cat_3,2
1094,10,9,2023-01-21 00:00:00,1,1246,Cat_5,Cat_7,1
1095,10,7,2023-07-17 00:00:00,1,6494,Cat_8,Cat_9,2
1096,7,2,2021-06-24 00:00:00,0,4647,Cat_2,Cat_8,2
1097,5,3,2025-08-19 00:00:00,1,2149,Cat_4,Cat_8,3
1098,4,8,2021-06-29 00:00:00,1,6019,Cat_9,Cat_1,2
1099,9,6,2023-10-01 00:00:00,1,8619,Cat_1,Cat_10,2
1100,5,2,2022-02-01 00:00:00,0,1092,Cat_4,Cat_8,1
