ID,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07
1536,,,,,,0,5,2,15,57,0,0,0,24,0,0,2,25,0,0,5,0,0,0,0,0,,,,,,,,,,,,,,,,,
1537,,,,,,0,23,62,52,58,21,12,0,25,8,16,13,15,15,19,38,32,16,23,23,16,19,18,0,24,13,30,0,15,20,7,0,36,26,0,58,9,11
1538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1539,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1541,,,,,,0,15,54,54,56,15,39,24,23,26,45,3,19,15,1,7,27,9,1,7,8,1,0,0,5,7,3,6,1,5,9,2,0,0,0,0,7,4
1542,0,0,0,0,0,0,,,,,,,,,,,,0,10,17,9,10,10,13,14,14,4,22,9,3,5,8,19,5,0,5,3,14,9,0,0,0,0
1543,,,,,,0,0,0,0,0,0,0,13,19,12,15,43,34,40,59,21,41,32,0,58,54,47,62,76,67,80,43,69,62,51,33,23,51,19,38,29,40,3
1544,,,,,,0,28,35,56,22,28,30,3,38,9,2,2,0,2,0,0,0,10,0,0,2,8,3,0,0,0,,,,,,,,,,,,
1545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546,,,,,,0,19,13,0,1,0,8,15,14,16,4,0,5,1,0,0,0,0,0,2,0,,,,,,,,,,,,,,,,,
1547,,,,,,,0,28,0,34,9,2,0,4,22,0,6,21,7,4,8,8,0,2,19,7,16,4,8,9,0,6,0,8,0,0,0,13,3,0,60,10,8
1548,,,,,,0,37,60,4,47,39,1,0,83,191,29,14,79,0,19,59,85,76,2,25,37,12,51,46,36,5,25,7,7,20,0,27,3,2,0,0,0,2
1549,,,,,,,3,12,13,0,0,5,0,0,55,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1550,,,,,,0,4,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1551,,,,,,,,,,,,,,,,,,,21,22,14,2,8,10,3,29,7,25,22,22,37,21,15,5,22,7,14,10,9,23,8,15,0
1552,,,,,,0,13,28,45,54,52,2,17,6,17,6,5,18,,,,,,,,,,,,,,,,,,,,,,,,,
1553,,,,,,0,0,29,7,10,4,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1554,,,,,,0,6,0,0,0,0,11,0,0,0,0,0,12,0,0,0,,,,,,,,,,,,,,,,,,,,,,
1555,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1556,,,,,,0,32,50,18,12,67,0,0,0,18,13,4,3,0,0,,,,,,,,,,,,,,,,,,,,,,,
1557,,,,,,0,77,94,36,88,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1558,,,,,,0,1,54,0,1,0,1,1,4,13,0,1,0,2,4,0,0,1,0,0,2,0,14,0,3,9,2,0,2,0,0,4,3,1,1,0,0,0
1559,,,,,,0,3,64,0,0,0,0,15,14,0,0,0,12,5,0,2,14,0,0,0,15,0,0,0,0,1,0,0,0,0,0,0,0,,,,,
1560,,,,,,0,13,16,56,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0
1561,,,,,,0,26,0,0,0,0,29,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1562,,,,,,0,17,19,5,0,12,9,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1563,,,,,,0,47,10,6,3,7,7,10,3,5,6,15,0,,,,,,,,,,,,,,,,,,,,,,,,,
1564,,,,,,,104,51,15,10,8,13,16,0,0,13,3,8,33,0,0,0,0,0,6,0,0,0,0,24,3,3,8,17,2,1,0,6,1,0,7,0,0
1565,,,,,,0,34,0,38,4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1566,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1567,,,,,,0,34,40,13,9,18,1,6,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1568,,,,,,0,8,0,70,3,0,2,0,0,8,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1569,,,,,,0,5,4,3,0,0,0,0,1,5,0,0,0,17,0,,,,,,,,,,,,,,,,,,,,,,,
1570,,,,,,0,61,29,25,22,37,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1571,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
1572,,,,,,0,34,5,65,46,19,15,57,21,37,34,21,27,9,17,32,20,35,19,13,6,14,22,7,9,15,22,29,18,33,11,15,21,19,13,10,3,0
1573,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1574,,,,,,,0,37,4,13,19,10,4,7,6,0,0,15,5,0,,,,,,,,,,,,,,,,,,,,,,,
1575,,,,,,,5,14,101,49,0,0,38,2,4,2,10,28,0,0,7,0,4,0,11,0,0,0,0,1,0,7,0,0,0,0,8,0,0,0,0,1,0
1576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,23,10,3,4,4,2,12,19,2,6,0,1,0
1577,,,,,,0,5,2,23,19,14,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1578,,,,,,,4,61,0,71,89,15,10,3,0,15,0,0,0,32,0,12,0,0,0,0,7,0,1,0,0,0,11,5,3,5,0,0,15,2,0,0,0
1579,,,,,,,0,2,0,0,0,0,0,7,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,2,44,31,2,0,0,0,0,0
1580,,,,,,,0,14,94,77,84,0,0,0,47,14,0,16,30,5,,,,,,,,,,,,,,,,,,,,,,,
1581,,,,,,,18,1,36,4,20,0,0,17,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,,,,,,
1582,,,,,,,18,13,0,3,3,0,16,0,0,3,4,0,18,0,4,0,23,1,14,95,101,3,6,32,8,14,1,19,0,7,0,0,20,4,0,0,1
1583,,,,,,,37,37,5,3,21,5,17,17,5,4,5,4,0,0,0,,,,,,,,,,,,,,,,,,,,,,
1584,,,,,,,23,4,30,11,0,6,1,0,3,6,15,5,1,0,3,4,2,0,3,0,5,5,2,6,3,2,1,7,0,4,12,1,0,9,23,0,0
1585,,,,,,,0,33,32,16,3,0,2,0,0,0,0,0,1,3,0,,,,,,,,,,,,,,69,10,2,8,11,3,37,37,2
1586,,,,,,,0,4,0,14,8,0,0,38,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587,,,,,,,37,38,32,33,85,20,15,43,13,47,10,29,0,1,14,0,24,26,18,21,20,34,30,17,29,9,20,19,17,1,0,53,29,88,31,13,4
1588,,,,0,97,470,466,947,309,1651,479,35,123,76,22,37,75,28,32,101,16,21,42,52,132,40,29,83,59,10,104,88,60,151,108,250,171,64,114,129,65,41,21
1589,,,,,,,85,34,56,60,62,23,51,59,36,49,101,101,27,107,32,54,63,14,26,31,36,18,15,18,15,22,16,18,35,18,50,41,39,26,8,24,0
1590,,,,,,,0,0,16,0,22,9,2,1,4,0,10,32,5,12,12,10,8,7,10,5,16,12,2,0,7,6,3,3,14,8,0,2,3,9,1,0,
1591,,,,,,,0,0,10,0,0,0,27,0,8,0,9,1,0,23,1,0,9,,,,,,,,,,,,,,,,,,,,
1592,,,,,,,42,63,86,44,204,9,59,70,126,27,4,31,22,45,,,,,,,,,,,,,,,,,,,,,,,
1593,,,,,,,0,70,101,30,46,6,24,43,14,29,30,25,46,19,6,0,,,,,,,,,,,,,0,46,10,17,20,20,7,11,0
1594,,,,,,,0,15,0,17,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1595,,,,,,,1,12,0,27,0,,,,,,,,,,,,,,,,26,10,5,2,10,0,0,5,0,0,0,0,2,0,,,
1596,,,,,,,,,,,,,,,,,,,0,83,43,11,9,15,15,35,29,22,34,2,15,9,4,5,10,4,18,2,2,2,8,10,0
1597,,,,,,,0,78,19,0,0,0,0,5,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1598,,,,,,,12,30,33,0,18,8,2,4,2,4,1,5,5,0,5,16,3,4,2,8,1,1,17,0,2,4,1,1,4,1,1,2,1,5,2,8,0
1599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,44,19,18,3,0,0,0,4,10,0,1,0
1600,,,,,,,0,24,0,48,8,14,1,16,3,0,20,8,0,8,14,0,0,0,8,3,26,11,6,2,6,7,10,7,12,12,3,4,26,10,6,13,7
1601,,,,,,,0,14,66,7,11,0,12,7,0,32,5,26,0,8,25,9,7,19,5,54,6,20,5,16,10,6,0,0,11,0,0,11,0,0,0,0,0
1602,,,,,,,1,3,0,0,20,0,0,23,4,1,0,8,2,0,6,3,0,0,0,,,,,,,,,,,,,,,,,,
1603,,,,,,,55,63,21,75,15,11,8,32,7,9,4,2,16,9,,,,,,,,,,,,,,,,,,,,4,13,4,5
1604,,,,,,,33,6,1,1,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,25,2,1,7,0,0,0,0,0,0,3,0,0,1,1,0,0
1605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,11,1,1,1,0,6,1,0,0,10,0,1,0,0
1606,,,,,,,0,30,0,32,68,16,38,25,0,34,0,8,0,10,12,5,0,0,29,20,29,3,3,31,6,0,4,4,19,0,4,15,5,3,11,5,0
1607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1036,1174,1970,789,816,168
1608,,,,,,,21,55,1,0,15,0,0,0,6,30,4,72,0,9,0,0,0,,,,,,,,,,,,,,,,,,,,
1609,,,,,,,0,34,49,60,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1610,,,,,,,0,25,0,0,0,12,0,0,0,11,1,0,0,3,0,8,0,8,2,0,0,,,,,,,,21,30,0,0,0,0,0,0,0
1611,,,,,,,,0,0,0,23,32,47,9,40,25,13,23,13,8,0,10,31,32,0,8,17,4,58,30,17,16,7,35,6,10,16,0,5,55,59,51,8
1612,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1613,,,,,,,0,5,12,29,3,14,2,2,9,1,5,,,,,,5,4,0,0,0,0,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0
1614,,,,,,,0,85,82,37,40,22,8,21,15,3,7,11,6,0,4,0,0,0,0,0,13,1,3,15,13,8,184,32,118,4,41,29,1,46,12,4,0
1615,,,,,,,0,80,187,370,453,294,177,206,184,619,588,327,142,145,76,150,241,15,103,17,91,143,30,130,155,151,74,80,170,6,66,51,109,29,19,204,0
1616,,,,,,,,,0,29,146,71,18,41,35,19,20,25,61,35,10,16,18,5,10,18,16,9,8,14,4,18,13,12,8,1,60,26,13,18,1,93,0
1617,,,,,,,0,0,0,0,37,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1618,,,,,,,0,118,45,11,24,12,18,12,2,3,1,14,4,4,3,0,7,7,0,0,33,15,12,10,11,19,0,23,17,5,2,8,0,2,5,0,0
1619,,,,,,,2,54,0,8,12,4,1,2,6,1,0,4,1,0,0,,,,,,,,,,,,,,,,,,,,,,
1620,,,,,,,0,12,18,3,11,1,12,1,6,4,2,5,11,3,0,7,6,0,2,5,7,3,1,1,2,5,1,0,5,2,4,3,0,12,2,0,7
1621,,,,,,,0,44,0,21,3,0,56,13,15,0,29,3,2,3,,,,,,,,,,,,,,,,,,,,,,,
1622,,,,,,,0,54,43,26,96,6,29,43,36,4,15,9,5,3,7,10,9,12,2,10,18,8,8,9,18,1,5,14,3,13,5,4,6,3,5,2,0
1623,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2,1,0,8,0,2,0,0,0,0,0,0,6,0,0
1624,,,,,,,0,0,62,39,0,0,0,0,0,9,26,3,6,1,10,4,26,39,54,32,0,1,0,16,70,12,11,35,8,0,20,1,0,0,1,0,0
1625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,172,144,176,90,66,0
1626,,,,,,,,,,,,,,,,,,0,56,46,21,12,7,2,16,7,18,30,48,8,28,35,20,9,10,2,4,0,,,,,
1627,,,,,,,0,9,19,22,0,0,1,5,0,5,0,0,5,6,7,8,3,0,2,0,0,2,1,1,6,1,7,1,1,0,2,0,1,6,17,0,0
1628,,,,,,,38,46,76,7,7,17,3,14,8,3,0,8,3,5,4,7,15,0,0,8,11,11,6,17,4,0,22,5,3,0,2,7,1,1,7,25,0
1629,,,,,,,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
1630,,,,,,,0,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1631,,,,,,,0,11,24,24,0,0,16,3,1,0,2,3,10,8,16,0,9,3,19,19,16,17,5,,,,,,,,,,,,,,
1632,0,0,0,0,0,0,0,30,9,30,7,11,3,8,15,5,7,17,0,50,5,32,5,3,2,12,9,13,3,2,4,12,13,7,20,10,51,22,15,8,10,7,0
1633,,,,,,,0,22,0,13,0,0,6,33,13,21,0,17,20,11,8,0,0,0,0,0,,,,,,,,,,,,,,,,,
1634,,,,,,,0,15,0,0,0,17,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,1,0,0,0
1635,,,,,,,0,45,49,44,73,12,21,22,14,6,4,7,5,0,7,27,24,0,3,6,0,9,0,0,3,0,0,0,0,0,0,5,,,,,
1636,,,,,,,0,25,18,10,14,25,9,13,27,2,7,1,8,11,,,,,,,,,,,,,,,,,,,,,,,
1637,,,,,,,0,60,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1638,,,,,,,0,21,0,0,0,0,8,0,0,10,0,0,0,15,0,0,0,0,,,,,,,,,,,,,,,,,,,
1639,,,,,,,,34,90,22,0,26,2,4,0,0,0,1,0,0,13,3,2,6,21,28,16,7,0,5,6,11,6,0,0,0,0,0,,,,,
1640,,,,,,,,,,249,6,7,101,10,73,46,1,36,34,0,4,0,128,98,94,50,44,36,4,0,12,90,40,20,0,78,44,92,48,240,66,54,6
1641,,,,,,,,22,26,11,0,44,55,21,27,50,17,34,10,13,8,12,4,4,14,9,18,7,8,18,11,3,12,9,21,6,3,7,8,13,0,1,0
1642,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,3,0,0,0,,,,,,,,,,,,,,,,,,,
1643,,,,,,,,5,5,27,3,0,0,15,38,0,34,3,0,0,0,0,5,12,1,21,7,8,14,7,13,6,6,6,6,0,6,6,6,6,6,6,0
1644,,,,,,,,59,55,111,43,22,56,66,42,33,21,42,5,27,10,16,17,6,6,8,3,6,18,9,17,8,2,6,8,7,12,14,16,35,51,40,8
1645,,,,,,,,50,52,270,34,56,68,54,106,27,132,92,178,249,137,117,98,68,156,283,95,125,166,117,261,228,58,92,103,164,167,108,111,98,134,114,35
1646,,,,,,,,19,69,49,12,7,30,11,4,0,13,2,0,5,8,8,6,3,3,0,,,,,,,,,,,,,,,,,
1647,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,25,0,1,1,7,4,1,0,3,2,4,1,3,,
1648,,,,,,,,169,269,67,13,35,71,9,35,13,20,28,,,,,,,,,,,,,,,,,,,,,,,,,
1649,,,,,,,,2,105,153,112,64,39,36,48,42,31,22,179,70,96,22,70,43,52,22,23,16,112,41,23,45,57,35,93,17,30,36,80,62,198,99,9
1650,,,,,,,,7,41,10,1,0,18,18,0,0,18,0,10,8,7,0,0,6,0,0,0,0,0,0,,,,,,,,,,,,,
1651,,,,,,,,26,20,0,0,0,14,3,3,20,6,1,0,11,5,18,0,0,2,0,0,9,0,0,6,0,0,0,,,,,,,,,
1652,,,,,,,,38,0,40,0,22,0,3,20,20,0,14,1,0,10,7,0,7,1,12,9,1,0,0,,,,,,,,,,,,,
1653,,,,,,,,0,0,0,0,0,45,7,2,0,3,1,5,0,5,4,24,27,41,16,12,9,24,11,16,2,0,0,12,39,23,2,23,18,65,13,1
1654,,,,,,,,26,84,9,27,0,19,45,3,2,25,1,51,42,29,7,0,0,4,22,49,60,20,32,5,0,1,3,0,40,4,5,0,0,0,,
1655,,,,,,,,1,57,52,29,0,6,12,25,34,53,5,54,23,10,65,43,35,18,0,10,0,7,25,25,9,0,19,6,1,13,17,18,1,38,23,8
1656,,,,,,,,22,4,2,4,0,23,44,14,37,13,10,12,44,21,2,15,5,5,15,3,13,5,6,2,4,6,9,3,7,11,8,9,6,1,4,0
1657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191,42,85,63,29,89,122,91,90,86,51,3
1658,,,,,,,,37,128,155,124,9,69,65,57,33,35,83,26,27,51,46,32,18,53,4,28,2,19,45,10,35,11,26,17,9,46,28,28,2,37,2,0
1659,,,,,,,,,,,,,,,,0,158,25,40,22,9,30,15,0,,,,,,,,,,,,,,,,,,,
1660,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,,,,,,,,,,,,,,,,,,,,,
1661,,,,,,,,28,8,16,19,1,7,18,0,11,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1662,,,,,,,,13,66,33,13,6,3,47,14,10,10,31,8,43,22,20,32,5,15,15,53,53,14,21,2,28,11,26,9,5,14,19,6,30,32,8,12
1663,,,,,,,,0,93,4,41,9,45,5,7,59,8,0,21,3,10,12,93,3,2,6,59,5,19,5,24,4,15,15,4,20,4,0,2,0,,,
1664,,,,,,,,146,107,27,57,20,58,11,29,74,16,39,22,43,7,8,44,28,22,39,37,33,41,32,14,33,24,16,54,25,30,15,65,16,23,26,16
1665,,,,,,,,23,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1666,,,,,,,,15,20,4,9,0,0,9,0,8,2,8,0,0,4,1,0,0,0,5,0,6,0,0,0,0,0,0,,,,,,,,,
1667,,,,,,,,35,96,59,14,3,4,4,0,33,11,10,0,3,19,21,6,11,2,6,5,5,15,6,4,0,0,0,0,1,30,1,1,0,3,1,0
1668,,,,,,,,15,94,30,98,5,3,7,8,5,34,15,27,13,10,2,16,9,3,16,22,8,4,7,4,2,4,6,10,20,14,16,15,11,7,1,4
1669,,,,,,,,16,7,0,0,0,0,56,1,19,1,14,0,0,3,0,22,3,0,0,0,,,,,,,,,,,,,,,,
1670,,,,,,,,,,,,,,,,,,3,77,53,30,41,30,13,51,56,24,34,57,69,130,46,44,101,30,37,34,42,14,30,10,0,0
1671,,,,,,,,0,0,0,0,42,17,1,0,27,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1672,,,,,,,,1,11,1,5,0,1,0,7,3,0,2,0,1,3,3,0,3,1,0,0,1,2,3,2,0,9,3,2,3,5,0,0,0,0,0,0
1673,,,,,,,,0,161,207,27,32,5,7,5,9,5,9,5,8,6,19,0,4,30,7,0,0,45,6,2,4,8,9,1,7,22,9,47,7,96,83,0
1674,,,,,,,,56,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1675,,,,,,,,31,30,25,27,5,19,33,140,41,87,104,13,28,9,1,14,7,9,7,0,8,20,15,10,8,17,2,15,3,6,6,4,7,19,5,0
1676,,,,,,,,16,88,49,83,8,6,10,2,0,0,24,0,23,,,,,,,,,,,,,,,,,,,,,,,
1677,,,,,,,,0,8,36,20,7,8,6,27,0,35,15,0,0,3,11,5,,,,,,,,,,,,,,,,,,,,
1678,,,,,,,,27,0,32,14,6,0,18,0,0,2,0,0,0,0,10,0,1,0,10,0,4,1,0,0,5,0,0,0,0,4,5,4,0,0,8,0
1679,,,,,,,,1,1,38,222,45,47,82,5,48,144,47,42,52,142,57,97,63,84,52,18,10,76,38,23,44,11,63,48,11,26,35,26,26,55,30,4
1680,,,,,,,,84,38,48,236,64,0,107,68,97,132,142,44,76,15,,,,,,,,,,,,,,,,,,,,,,
1681,,,,,,,,55,37,47,22,12,29,34,26,17,47,10,20,9,4,3,3,3,16,41,7,13,4,22,8,14,4,5,27,26,18,14,0,0,0,0,0
1682,,,,,,,,32,75,8,0,0,16,0,36,26,21,13,12,21,2,2,8,0,14,10,15,7,9,1,4,0,0,0,2,0,1,0,1,1,0,2,0
1683,,,,,,,,0,0,14,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1684,,,,,,,,,0,570,365,110,115,2,70,135,39,29,62,73,85,92,70,54,29,23,86,36,37,47,87,68,56,47,49,42,16,8,30,48,17,32,2
1685,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686,,,,,,,,0,21,10,2,3,4,3,30,6,16,2,129,58,0,55,30,2,7,3,18,14,7,10,6,20,46,32,96,11,34,103,32,33,47,16,4
1687,,,,,,,,0,17,52,0,0,1,6,7,5,43,13,0,0,0,25,0,0,8,15,6,14,0,24,39,4,13,7,8,0,0,0,0,0,0,6,0
1688,,,,,,,,0,23,0,1,0,3,11,9,3,91,1,20,6,16,18,15,16,19,9,6,18,17,30,1,11,4,29,24,1,1,26,7,9,10,10,2
1689,,,,,,,,0,32,0,8,1,0,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1690,,,,,,,,30,67,18,30,4,87,26,3,56,18,9,1,16,11,4,11,37,46,22,9,34,4,4,4,7,17,3,4,35,13,2,1,3,0,1,0
1691,,,,,,,,0,6,0,0,0,0,6,0,0,49,9,0,8,2,6,10,0,11,3,21,1,0,0,1,3,21,0,0,1,0,0,3,0,1,17,12
1692,,,,,,,,0,15,69,6,10,2,0,1,10,12,6,9,0,12,0,8,15,7,0,1,12,9,4,8,51,10,5,5,5,10,6,52,23,1,0,0
1693,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1694,,,,,,,,0,9,26,26,21,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,5,180,0,125,5,2,0
1696,,,,,,,,0,29,8,0,3,0,1,0,0,7,8,0,1,6,0,12,8,17,4,11,7,4,15,8,0,7,4,8,0,13,3,0,3,11,0,0
1697,,,,,,,,0,8,0,0,16,0,0,0,0,10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1698,,,,,,,,0,88,13,11,0,27,2,0,0,8,0,9,17,13,0,13,25,0,7,3,1,0,5,7,5,10,0,0,0,4,17,1,0,,,
1699,,,,,,,,0,32,58,0,9,0,7,3,13,0,15,8,25,0,29,8,58,0,19,4,0,0,9,6,67,,,,,,,,,,,
1700,,,,,,,,0,0,191,1,6,31,27,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1701,,,,,,,,0,46,30,4,41,3,15,7,27,,,,,0,15,7,5,4,1,1,5,4,4,1,5,15,9,26,19,15,37,21,54,1,10,0
1702,,,,,,,,0,0,0,0,0,0,0,0,0,2,11,3,0,0,,,,,,,,,,,,,,,,,,,,,,
1703,,,,,,,,0,40,14,31,20,0,0,12,17,0,2,15,2,3,6,3,0,2,11,0,7,0,2,27,0,8,0,0,0,44,2,5,0,8,8,0
1704,,,,,,,,,0,0,0,21,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1705,,,,,,,,,8,4,9,0,19,43,17,0,10,10,,,,,,,,,,,,,,,,,,,,,,,,,
1706,,,,,,,,,,,,,,,,,,,,,,,0,17,12,3,10,14,11,9,3,8,0,9,1,4,8,2,17,9,19,18,0
1707,,,,,,,,,119,84,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1708,,,,,,,,,0,3,0,0,0,0,26,0,0,0,0,3,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,21,9,0,0,0
1709,,,,,,,,,0,0,0,16,11,1,20,4,9,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1710,,,,,,,,,14,12,11,35,0,4,0,0,0,2,0,11,0,0,,,,,,,,,,,,,,,,,,,,,
1711,,,,,,,,,0,71,90,1,26,15,69,112,59,47,30,6,50,18,9,0,47,71,185,21,26,60,45,30,78,63,40,0,70,14,11,31,46,40,0
1712,,,,,,,,,23,6,57,24,3,18,40,12,14,8,47,30,10,31,10,2,11,13,30,2,3,12,6,4,12,6,13,16,1,3,12,4,7,1,0
1713,,,,,,,,,0,38,28,1,3,2,1,3,1,8,1,1,0,6,1,4,4,1,1,1,2,2,1,5,6,3,9,14,1,3,1,4,7,4,0
1714,,,,,,,,,73,13,14,6,49,20,29,18,8,24,29,9,11,12,9,11,48,14,15,10,29,13,1,5,2,4,5,25,31,1,7,8,4,11,0
1715,,,,,,,,,0,24,90,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1716,,,,,,,,,43,177,4,20,0,0,32,20,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
1717,,,,,,,,,64,104,31,10,6,11,0,3,4,47,80,6,8,16,12,14,13,18,26,22,17,27,26,0,38,25,1,2,6,14,1,10,9,11,0
1718,,,,,,,,,312,546,353,176,107,196,316,252,404,171,185,226,131,152,181,124,99,104,111,177,146,120,117,127,147,176,244,122,92,83,178,196,144,92,24
1719,,,,,,,,,150,337,361,67,8,2,33,9,23,103,18,55,0,27,3,37,23,35,18,91,27,15,13,37,13,86,55,24,8,42,12,41,7,9,1
1720,,,,,,,,,77,101,24,9,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721,,,,,,,,,34,0,0,0,0,0,16,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1722,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1723,,,,,,,,,46,0,0,0,6,0,14,0,0,0,0,14,2,5,0,3,14,6,0,4,0,0,0,8,0,0,7,1,0,0,0,0,0,0,0
1724,,,,,,,,,0,10,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1725,,,,,,,,,0,109,20,14,8,17,27,0,41,42,7,4,0,3,14,30,0,3,35,23,0,0,0,0,0,0,2,0,0,0,,,,,
1726,,,,,,,,,0,0,3,0,0,8,0,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
1727,,,,,,,,,45,50,4,0,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1728,,,,,,,,,0,61,0,0,0,0,9,6,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1729,,,,,,,,,52,39,33,23,73,15,45,37,37,28,14,12,22,8,25,14,17,7,12,9,21,9,9,14,7,11,12,12,10,8,8,9,16,7,0
1730,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1731,,,,,,,,,74,31,50,0,0,2,17,9,5,17,3,,,,,,,,,,,,,,,,,,,,,,,,
